ligand,pdb,sample,n_span,rms,control_ihelix_rms
PG4,9YK4,input_model_5,7,0.3493399023961137,0.26632176449539674
PG4,9YK4,input_model_6,7,0.4202571509904898,0.3351608921817331
PG4,9YK4,input_model_7,7,0.33175594746336107,0.250122660360623
PG4,9YK4,input_model_8,7,0.4017027043496859,0.331823132731612
PG4,9YK4,input_model_9,7,0.5250195982117205,0.27287693514625194
PK9,4D6Z,input_model_0,7,0.3715361457142138,0.23203555439542425
PK9,4D6Z,input_model_1,7,0.29547346042002964,0.2021153382797939
PK9,4D6Z,input_model_10,7,0.48800617721417555,0.20695988052666164
PK9,4D6Z,input_model_11,7,0.32155034897200047,0.2591334593153233
PK9,4D6Z,input_model_12,7,0.32253513298548525,0.21921278972765565
PK9,4D6Z,input_model_13,7,0.2423323465867362,0.22973849383757136
PK9,4D6Z,input_model_14,7,0.2870284106227594,0.20552072549584033
PK9,4D6Z,input_model_15,7,0.38247546055405834,0.2386350234166293
PK9,4D6Z,input_model_16,7,0.3549276460693381,0.20165922328376232
PK9,4D6Z,input_model_17,7,0.34759998090805927,0.2117406592566805
PK9,4D6Z,input_model_18,7,0.3658992386276135,0.1921440882451581
PK9,4D6Z,input_model_19,7,0.4040826774689963,0.1842172499631948
PK9,4D6Z,input_model_2,7,0.46417990431589407,0.24762851579007947
PK9,4D6Z,input_model_3,7,0.29998781909448213,0.26899785725539466
PK9,4D6Z,input_model_4,7,0.3350606191424904,0.1876639277364882
PK9,4D6Z,input_model_5,7,0.34924368301708475,0.22218233545321567
PK9,4D6Z,input_model_6,7,0.3700209201729182,0.26120619523878996
PK9,4D6Z,input_model_7,7,0.3955133754931147,0.20975160616583216
PK9,4D6Z,input_model_8,7,0.3262752255868604,0.2182122543304817
PK9,4D6Z,input_model_9,7,0.45791185265644324,0.2229102980113973
PKT,4D7D,input_model_0,7,4.284902469395251,0.727116011155555
PKT,4D7D,input_model_1,7,4.246492608773608,0.7084880651755462
PKT,4D7D,input_model_10,7,4.367016550649698,0.7714516969396157
PKT,4D7D,input_model_11,7,4.361199507972098,0.7736377322157438
PKT,4D7D,input_model_12,7,4.508056968520734,0.7441738610417561
PKT,4D7D,input_model_13,7,4.244187382484566,0.8091069875910276
PKT,4D7D,input_model_14,7,4.070135836578133,0.7218424828213769
PKT,4D7D,input_model_15,7,4.325967822750582,0.8086059192937703
PKT,4D7D,input_model_16,7,4.330710574848368,0.7872174129973885
PKT,4D7D,input_model_17,7,4.3542278132656715,0.6895936130209414
PKT,4D7D,input_model_18,7,4.242913089584043,0.7134560451562011
PKT,4D7D,input_model_19,7,4.129107637056823,0.7896059656767089
PKT,4D7D,input_model_2,7,4.450509863693064,0.691375068608413
PKT,4D7D,input_model_3,7,4.186763769713489,0.768712191327889
PKT,4D7D,input_model_4,7,4.353299229288511,0.7435741617202056
PKT,4D7D,input_model_5,7,4.2001060829607795,0.7037965094904874
PKT,4D7D,input_model_6,7,4.3368432473604415,0.7451252356955649
PKT,4D7D,input_model_7,7,4.46068145856861,0.726262903481544
PKT,4D7D,input_model_8,7,4.076696128095887,0.6633295323954563
PKT,4D7D,input_model_9,7,4.315187595551978,0.7914937283070116
QDY,6UNJ,input_model_0,7,4.090941941474542,0.9680846056660934
QDY,6UNJ,input_model_1,7,4.364054762203538,0.5860019404070065
QDY,6UNJ,input_model_10,7,4.367548263635747,0.6429920610663027
QDY,6UNJ,input_model_11,7,4.271027789889609,0.7275935417599404
QDY,6UNJ,input_model_12,7,4.2202112551451245,0.58959413305
QDY,6UNJ,input_model_13,7,4.396520061080397,0.5569728489243457
QDY,6UNJ,input_model_14,7,4.2613919498532145,0.5797413254333159
QDY,6UNJ,input_model_15,7,4.144644524480882,0.8920948620616483
QDY,6UNJ,input_model_16,7,4.102472239195884,0.6416051915497045
QDY,6UNJ,input_model_17,7,4.522434476218052,0.6227600944820754
QDY,6UNJ,input_model_18,7,4.234915879464774,0.6818957099575937
QDY,6UNJ,input_model_19,7,4.407401501999909,0.7804630079574089
QDY,6UNJ,input_model_2,7,4.348844072248982,0.7206578080176625
QDY,6UNJ,input_model_3,7,4.303622130094498,0.5032790649209649
QDY,6UNJ,input_model_4,7,4.333381772314707,0.5253073966493198
QDY,6UNJ,input_model_5,7,4.389951979071751,0.6386966471742438
QDY,6UNJ,input_model_6,7,4.013803098915798,0.5556913425350352
QDY,6UNJ,input_model_7,7,4.338163635390918,0.9469130720959228
QDY,6UNJ,input_model_8,7,4.272564664687399,0.6012427654207171
QDY,6UNJ,input_model_9,7,4.270832355640301,0.9210455200768829
QEA,6UNH,input_model_0,4,0.3539473783367299,0.3813659126880022
QEA,6UNH,input_model_1,4,0.39590557643264623,0.3730761355093094
QEA,6UNH,input_model_10,4,0.3184961523758109,0.3856082288390916
QEA,6UNH,input_model_11,4,0.31184984606174654,0.35848207723401165
QEA,6UNH,input_model_12,4,0.29715846721227646,0.4048381406523541
QEA,6UNH,input_model_13,4,0.4985237919055484,0.5674535303421451
QEA,6UNH,input_model_14,4,0.28547254360958685,0.4308942959579902
QEA,6UNH,input_model_15,4,0.491765685454233,0.47969268779901136
QEA,6UNH,input_model_16,4,0.571406257248715,0.34160908209203755
QEA,6UNH,input_model_17,4,0.2854399919978364,0.369654793594635
QEA,6UNH,input_model_18,4,0.6469877285713902,0.3553910073956823
QEA,6UNH,input_model_19,4,5.426524985659,0.43249471837243253
QEA,6UNH,input_model_2,4,0.6340777903663335,0.5907602623565833
QEA,6UNH,input_model_3,4,0.28199441666719804,0.5709475895633822
QEA,6UNH,input_model_4,4,0.6404129464586051,0.5234726811484495
QEA,6UNH,input_model_5,4,0.3940460791505191,0.5663046977475431
QEA,6UNH,input_model_6,4,0.3035258718110629,0.38970448518517947
QEA,6UNH,input_model_7,4,0.6129442139434066,0.6316476906281813
QEA,6UNH,input_model_8,4,0.282989650002539,0.4109902697881481
QEA,6UNH,input_model_9,4,0.44986420110307923,0.35733176230449715
QEP,6UNG,input_model_0,4,0.41659159635076787,0.2609347339641507
QEP,6UNG,input_model_1,4,0.25143468536832675,0.2550087679148088
QEP,6UNG,input_model_10,4,0.4727411573520429,0.38444184187606195
QEP,6UNG,input_model_11,4,0.3148030932033577,0.2435010736501744
QEP,6UNG,input_model_12,4,0.41887914236266116,0.21257564744786533
QEP,6UNG,input_model_13,4,0.3596228073574448,0.25704554168322463
QEP,6UNG,input_model_14,4,0.3111014145551947,0.23747645720870444
QEP,6UNG,input_model_15,4,0.39991520253074486,0.24537903644582482
QEP,6UNG,input_model_16,4,0.6172077935203689,0.6207788441373465
QEP,6UNG,input_model_17,4,0.5068234045070948,0.22453023188218527
QEP,6UNG,input_model_18,4,0.5064241718411748,0.6133750844320502
QEP,6UNG,input_model_19,4,0.3772769698905794,0.2598292968301575
QEP,6UNG,input_model_2,4,0.270845115504472,0.2615113752972827
QEP,6UNG,input_model_3,4,0.3179694022319949,0.24343331594831832
QEP,6UNG,input_model_4,4,0.7255311328827773,0.25557635253196276
QEP,6UNG,input_model_5,4,0.5415648389644591,0.27463001097718825
QEP,6UNG,input_model_6,4,0.376053196152642,0.23338443656939054
QEP,6UNG,input_model_7,4,0.5078281757608357,0.2722617325074999
QEP,6UNG,input_model_8,4,0.30617244639050145,0.23733079136917856
QEP,6UNG,input_model_9,4,0.35898035857055466,0.2585515443218372
QES,6UNE,input_model_0,4,0.5533143524113671,0.3202539230867746
QES,6UNE,input_model_1,4,0.5596950453617405,0.35251154675890956
QES,6UNE,input_model_10,4,0.5224075008858107,0.2268776049166899
QES,6UNE,input_model_11,4,0.48752768067611796,0.38267017891510824
QES,6UNE,input_model_12,4,0.6818147920232638,0.36743798649552506
QES,6UNE,input_model_13,4,0.5306231896965246,0.36951322339884096
QES,6UNE,input_model_14,4,0.3836631601331882,0.33324344131816275
QES,6UNE,input_model_15,4,0.6740221725393581,0.36224098419359685
QES,6UNE,input_model_16,4,0.4849233557556131,0.32122643006932255
QES,6UNE,input_model_17,4,0.6683458351422015,0.3367814533245408
QES,6UNE,input_model_18,4,0.6651979357687773,0.34498085739779905
QES,6UNE,input_model_19,4,4.785996004963511,0.43209069085131485
QES,6UNE,input_model_2,4,0.4535779882033719,0.3135762077636996
QES,6UNE,input_model_3,4,0.5856801742799473,0.4016175761243686
QES,6UNE,input_model_4,4,0.48906533248274675,0.3120104441715543
QES,6UNE,input_model_5,4,0.9317507788069059,0.38488813549325424
QES,6UNE,input_model_6,4,0.4530750531549381,0.3968280746576531
QES,6UNE,input_model_7,4,0.6060854839840352,0.31783698123257315
QES,6UNE,input_model_8,4,0.6935400224819098,0.38204245323492725
QES,6UNE,input_model_9,4,0.6951599325327171,0.3386003290507527
RIT,3NXU,input_model_0,7,4.4362157112223874,0.6015596274446646
RIT,3NXU,input_model_1,7,4.284222946222939,0.6481465414237843
RIT,3NXU,input_model_10,7,4.147484004340903,0.5944402418023375
RIT,3NXU,input_model_11,7,3.9372192692543417,0.6523517098165367
RIT,3NXU,input_model_12,7,4.326114659912181,0.6153404830940032
RIT,3NXU,input_model_13,7,4.211179300026869,0.6939342324530675
RIT,3NXU,input_model_14,7,4.114239924105142,0.7994606297215258
RIT,3NXU,input_model_15,7,4.2252927235712345,0.8062288787205714
RIT,3NXU,input_model_16,7,4.420105161461439,0.8013180294682875
RIT,3NXU,input_model_17,7,4.121200280119267,0.6343808375384513
RIT,3NXU,input_model_18,7,1.3524676849660828,0.5208959544270118
RIT,3NXU,input_model_19,7,3.434066173205462,0.6433975838777792
RIT,3NXU,input_model_2,7,4.2269530640706785,0.7447142919259634
RIT,3NXU,input_model_3,7,4.079202359348718,0.6378295554226998
RIT,3NXU,input_model_4,7,4.039903698542174,0.7443007168696888
RIT,3NXU,input_model_5,7,4.205464995721042,0.6480063678976468
RIT,3NXU,input_model_6,7,3.9069290531884073,0.6659981253822733
RIT,3NXU,input_model_7,7,3.930339747078854,0.5733758757028885
RIT,3NXU,input_model_8,7,4.346162967697167,0.7027130717941931
RIT,3NXU,input_model_9,7,4.150803178680426,0.6392722517499186
T0K,7UFD,input_model_0,7,0.6925557028211832,0.48218036176746737
T0K,7UFD,input_model_1,7,0.674956896101461,0.4424895014148948
T0K,7UFD,input_model_10,7,0.7022241346146328,0.39752232044330327
T0K,7UFD,input_model_11,7,0.46193990931117335,0.5226255606216421
T0K,7UFD,input_model_12,7,0.7340976498172881,0.3802521972142549
T0K,7UFD,input_model_13,7,0.6067195672199709,0.548644368176665
T0K,7UFD,input_model_14,7,1.1117005172489136,0.5855292407805135
T0K,7UFD,input_model_15,7,0.7092048133706845,0.4899961340902413
T0K,7UFD,input_model_16,7,0.6355317374753369,0.4027339078179687
T0K,7UFD,input_model_17,7,0.5632488585269467,0.28105381320178385
T0K,7UFD,input_model_18,7,0.6954019070718102,0.4705973372607908
T0K,7UFD,input_model_19,7,0.5876161724515641,0.5214549494818665
T0K,7UFD,input_model_2,7,0.797941542972609,0.4122050879578689
T0K,7UFD,input_model_3,7,0.8359592838855606,0.38297070112909015
T0K,7UFD,input_model_4,7,0.7583691009208025,0.4977787463433013
T0K,7UFD,input_model_5,7,0.5560371135561746,0.4625631201636322
T0K,7UFD,input_model_6,7,0.8197018291998655,0.4396489954564455
T0K,7UFD,input_model_7,7,0.7562905810958186,0.5161145488368146
T0K,7UFD,input_model_8,7,0.6952385571608263,0.3792153713237809
T0K,7UFD,input_model_9,7,0.7890229964289042,0.4732502978933928
TCI,9PLJ,input_model_0,7,0.348632669998143,0.39552017019016333
TCI,9PLJ,input_model_1,7,0.34111497402538327,0.3085547115334007
TCI,9PLJ,input_model_10,7,0.4234074755338571,0.3002564336649259
TCI,9PLJ,input_model_11,7,0.41539181647420304,0.41664391535011636
TCI,9PLJ,input_model_12,7,0.540376650636555,0.3079621874394706
TCI,9PLJ,input_model_13,7,0.3511186626208795,0.36104251269401383
TCI,9PLJ,input_model_14,7,0.824980373934551,0.3278862499754825
TCI,9PLJ,input_model_15,7,0.33964305543644446,0.3253347337524321
TCI,9PLJ,input_model_16,7,0.2797344734622909,0.2917007729673475
TCI,9PLJ,input_model_17,7,0.504252319355923,0.2378804730552055
TCI,9PLJ,input_model_18,7,0.3508590595652401,0.2815750251725499
TCI,9PLJ,input_model_19,7,0.3460484970201116,0.348742564732647
TCI,9PLJ,input_model_2,7,0.3375015859961561,0.3923187282229421
TCI,9PLJ,input_model_3,7,0.6708140670846044,0.39457371110562295
TCI,9PLJ,input_model_4,7,0.3951837073143273,0.2821316289788059
TCI,9PLJ,input_model_5,7,0.3033718792182936,0.404692852186978
TCI,9PLJ,input_model_6,7,0.31929056693596397,0.22084222477432108
TCI,9PLJ,input_model_7,7,0.4777613239935206,0.24594885009349926
TCI,9PLJ,input_model_8,7,0.40252979574632486,0.24911753485375956
TCI,9PLJ,input_model_9,7,0.7813902138464187,0.4225603448199156
X5Y,7KVH,input_model_0,7,4.56494381949122,0.4763128376794421
X5Y,7KVH,input_model_1,7,4.891099995577356,0.8017137046353024
X5Y,7KVH,input_model_10,7,4.541212555910233,0.41875536701391525
X5Y,7KVH,input_model_11,7,4.325450321350978,0.44099134942338103
X5Y,7KVH,input_model_12,7,4.5633002912673195,0.3612365361453122
X5Y,7KVH,input_model_13,7,4.481939636991624,0.3917973068229411
X5Y,7KVH,input_model_14,7,4.121738766232368,0.3489532157061846
X5Y,7KVH,input_model_15,7,4.586691189754304,0.4003625884974096
X5Y,7KVH,input_model_16,7,4.352525808563093,0.38612102001298754
X5Y,7KVH,input_model_17,7,4.49350657035265,0.42980840643452556
X5Y,7KVH,input_model_18,7,4.656881412535725,0.49086386001323384
X5Y,7KVH,input_model_19,7,4.501880423271285,0.3515807566096977
X5Y,7KVH,input_model_2,7,4.400180614293485,0.4054917107953955
X5Y,7KVH,input_model_3,7,4.57245964984181,0.4849167839958937
X5Y,7KVH,input_model_4,7,4.666457426792887,0.3731118360759395
X5Y,7KVH,input_model_5,7,4.596498654414272,0.43444538513763886
X5Y,7KVH,input_model_6,7,4.319020469172256,0.45793422774215037
X5Y,7KVH,input_model_7,7,4.295899474565381,0.4009250630338702
X5Y,7KVH,input_model_8,7,2.208470482144095,0.34447508696536666
X5Y,7KVH,input_model_9,7,4.474449335217323,0.40337585847299756
X6S,7KVO,input_model_0,7,4.148890345725542,0.6528922088511273
X6S,7KVO,input_model_1,7,4.141700294145269,0.607374026649851
X6S,7KVO,input_model_10,7,4.388842345204727,0.8748750357382381
X6S,7KVO,input_model_11,7,3.8800853377859594,0.5884204790901448
X6S,7KVO,input_model_12,7,4.451363301758172,0.844741972990314
X6S,7KVO,input_model_13,7,3.8927079419990265,0.5146538847607834
X6S,7KVO,input_model_14,7,4.091031217366229,0.4672715680153953
X6S,7KVO,input_model_15,7,4.001968756882856,0.6400145117522357
X6S,7KVO,input_model_16,7,3.967901831782065,0.8994591527922478
X6S,7KVO,input_model_17,7,4.209117202419521,0.7411825100009609
X6S,7KVO,input_model_18,7,1.327093571293198,0.3470103237872273
X6S,7KVO,input_model_19,7,4.418103343166743,0.9628328040429385
X6S,7KVO,input_model_2,7,4.015665679984025,0.5514037193900002
X6S,7KVO,input_model_3,7,4.074480985473081,0.8928050811128548
X6S,7KVO,input_model_4,7,3.9740220102866433,0.5710634167841959
X6S,7KVO,input_model_5,7,4.181394493417706,0.6128052836841482
X6S,7KVO,input_model_6,7,4.0067361108125175,0.5633381681338523
X6S,7KVO,input_model_7,7,4.074757610135178,0.516961548181677
X6S,7KVO,input_model_8,7,4.068731861197355,0.5798326448325046
X6S,7KVO,input_model_9,7,4.009403734041111,0.8882637074839883
X6V,7KVN,input_model_0,7,4.770904541678185,0.8610838652354217
X6V,7KVN,input_model_1,7,4.365064103256075,0.8157969402542818
X6V,7KVN,input_model_10,7,4.630627548196376,0.8291553823878951
X6V,7KVN,input_model_11,7,4.811839387877139,0.865640761281251
X6V,7KVN,input_model_12,7,4.387751424567018,0.877191135354349
X6V,7KVN,input_model_13,7,4.772204855930326,0.8805461914086006
X6V,7KVN,input_model_14,7,4.156630995333937,0.39725827810059156
X6V,7KVN,input_model_15,7,4.610139728456785,0.8665503025474545
X6V,7KVN,input_model_16,7,3.90470724327016,0.8920296564961459
X6V,7KVN,input_model_17,7,4.616895053336303,0.9005698057340091
X6V,7KVN,input_model_18,7,4.4000088027514535,0.8851757078736299
X6V,7KVN,input_model_19,7,3.9668436179452984,0.9516201924926377
X6V,7KVN,input_model_2,7,4.50857048080808,0.9282152323484207
X6V,7KVN,input_model_3,7,4.652664368888886,0.8357385162001562
X6V,7KVN,input_model_4,7,4.836780507861126,0.8218041480263844
X6V,7KVN,input_model_5,7,4.5998906433031514,0.8549255654638995
X6V,7KVN,input_model_6,7,4.61552200643366,0.940554624147658
X6V,7KVN,input_model_7,7,4.649535396986787,0.8931830624055664
X6V,7KVN,input_model_8,7,4.607957497675077,0.8741370754975195
X6V,7KVN,input_model_9,7,4.738526423573957,0.9130333610648282
X74,7KVS,input_model_0,7,4.137246118590195,0.8871656034893499
X74,7KVS,input_model_1,7,4.190281526334491,0.6021601132468877
X74,7KVS,input_model_10,7,4.042350579640737,0.5577961727882937
X74,7KVS,input_model_11,7,4.047835619807106,0.8934103155312251
X74,7KVS,input_model_12,7,4.506041204568021,0.8418740778531084
X74,7KVS,input_model_13,7,3.9203082739312674,0.5024202619024848
X74,7KVS,input_model_14,7,4.014716177135544,0.6455342548796039
X74,7KVS,input_model_15,7,4.024958094461452,0.9147340299897987
X74,7KVS,input_model_16,7,1.3316329991233529,0.33017536572223916
X74,7KVS,input_model_17,7,4.467821303981949,0.961184764502084
X74,7KVS,input_model_18,7,4.1556963714866635,0.4583547688512684
X74,7KVS,input_model_19,7,4.254110598263899,0.7398655707661944
X74,7KVS,input_model_2,7,4.178401369595307,0.6394153351218502
X74,7KVS,input_model_3,7,4.027968695420081,0.557881134042106
X74,7KVS,input_model_4,7,4.044191798057116,0.5661348115391369
X74,7KVS,input_model_5,7,4.431420857367973,0.872910111153142
X74,7KVS,input_model_6,7,4.1331164759725665,0.5037643566698896
X74,7KVS,input_model_7,7,4.22331830761215,0.6079185295920123
X74,7KVS,input_model_8,7,4.108603536219161,0.5675407107696611
X74,7KVS,input_model_9,7,3.9053683062730626,0.5866027419618322
X7D,7KVQ,input_model_0,7,4.299028246179642,0.6079664416395105
X7D,7KVQ,input_model_1,7,4.164513712431594,0.8032102499603787
X7D,7KVQ,input_model_10,7,3.988268626513533,0.7284070391586616
X7D,7KVQ,input_model_11,7,4.142086540155534,0.40207673732406773
X7D,7KVQ,input_model_12,7,4.11865936996622,0.49030124981276474
X7D,7KVQ,input_model_13,7,4.509325128534736,0.7693109119550966
X7D,7KVQ,input_model_14,7,3.932443371287909,0.4218421196941021
X7D,7KVQ,input_model_15,7,4.092479501790129,0.5146065462299232
X7D,7KVQ,input_model_16,7,4.0533734636051095,0.8143453741205948
X7D,7KVQ,input_model_17,7,4.469764261466013,0.8915412481585194
X7D,7KVQ,input_model_18,7,1.2586189606076763,0.24720332011093366
X7D,7KVQ,input_model_19,7,4.134758285329048,0.3728864538654573
X7D,7KVQ,input_model_2,7,4.187859279643903,0.5338596287541495
X7D,7KVQ,input_model_3,7,4.218836991815486,0.5628977691241521
X7D,7KVQ,input_model_4,7,4.069100700945161,0.4530197814671186
X7D,7KVQ,input_model_5,7,4.460832625937805,0.7825098007142179
X7D,7KVQ,input_model_6,7,4.061418955361377,0.4474535437652381
X7D,7KVQ,input_model_7,7,4.0498536346502165,0.4484388466738387
X7D,7KVQ,input_model_8,7,4.246806482717031,0.5303527196420305
X7D,7KVQ,input_model_9,7,3.938080974363879,0.49003478002787815
X7J,7KVK,input_model_0,7,4.144219887433772,0.6809035121809511
X7J,7KVK,input_model_1,7,4.487895846996245,0.9631416434728568
X7J,7KVK,input_model_10,7,4.162957715907527,0.5830893595384656
X7J,7KVK,input_model_11,7,3.9274674252174044,0.6414271463197344
X7J,7KVK,input_model_12,7,3.9100678255852346,0.6466524751246104
X7J,7KVK,input_model_13,7,4.19690150377029,0.5799602289460658
X7J,7KVK,input_model_14,7,4.087838400895473,0.5853034500478995
X7J,7KVK,input_model_15,7,4.106362011405428,0.6127083763313791
X7J,7KVK,input_model_16,7,4.249207737887622,0.6631615871733433
X7J,7KVK,input_model_17,7,3.972248654379485,0.5525167340607053
X7J,7KVK,input_model_18,7,4.123229285596801,0.5232438073166561
X7J,7KVK,input_model_19,7,3.770986583858013,0.5455695540641221
X7J,7KVK,input_model_2,7,4.018548943931257,0.6064656262952266
X7J,7KVK,input_model_3,7,4.185390577934533,0.6605032351395103
X7J,7KVK,input_model_4,7,4.0932996629232905,0.5745657125607296
X7J,7KVK,input_model_5,7,3.7230421206090085,0.525237350273484
X7J,7KVK,input_model_6,7,4.28314088504327,0.5406702505444158
X7J,7KVK,input_model_7,7,4.204589174579435,0.6005991550553798
X7J,7KVK,input_model_8,7,3.9111764274494023,0.5815267906069234
X7J,7KVK,input_model_9,7,4.166072055871082,0.5511490365393048
Y83,6BDM,input_model_0,4,2.5637725696025377,0.37659118306482364
Y83,6BDM,input_model_1,4,2.8196908153427014,0.3652470309902704
Y83,6BDM,input_model_10,4,2.673717705590209,0.3901143012762603
Y83,6BDM,input_model_11,4,2.7580536005931253,0.34937992924180267
Y83,6BDM,input_model_12,4,2.5823847075365793,0.618953479762056
Y83,6BDM,input_model_13,4,2.709747422001565,0.3578903313954074
Y83,6BDM,input_model_14,4,2.5697830413874674,0.3545947950950297
Y83,6BDM,input_model_15,4,2.579923923472807,0.3786159155612941
Y83,6BDM,input_model_16,4,2.6503438446966983,0.3682281047893088
Y83,6BDM,input_model_17,4,2.7627291419820716,0.37289345566427234
Y83,6BDM,input_model_18,4,2.7662112867357775,0.3686931167554224
Y83,6BDM,input_model_19,4,5.208618801122766,0.3805740735402675
Y83,6BDM,input_model_2,4,2.684857603975379,0.3481584351712958
Y83,6BDM,input_model_3,4,2.629874177909614,0.3376101221422734
Y83,6BDM,input_model_4,4,2.6264069285156375,0.3824496546736075
Y83,6BDM,input_model_5,4,2.4245387238289418,0.34781922869294457
Y83,6BDM,input_model_6,4,2.732328107049378,0.35809530913515747
Y83,6BDM,input_model_7,4,2.7961536175843613,0.36930531002510675
Y83,6BDM,input_model_8,4,2.7361575965649494,0.3396637320494907
Y83,6BDM,input_model_9,4,2.5331628595184257,0.3691375285176888
Z8Z,4I4G,input_model_0,7,4.974822471862999,0.5097630710629786
Z8Z,4I4G,input_model_1,7,4.864848008270352,0.4630049785261089
Z8Z,4I4G,input_model_10,7,4.86409305338149,0.4053046525642923
Z8Z,4I4G,input_model_11,7,4.893723957879796,0.44638235518267866
Z8Z,4I4G,input_model_12,7,4.911187970219386,0.4997065235945097
Z8Z,4I4G,input_model_13,7,4.740515701195384,0.5846845299974857
Z8Z,4I4G,input_model_14,7,4.937134139583003,0.7317885915586702
Z8Z,4I4G,input_model_15,7,4.9994741898466275,0.6109141698547816
Z8Z,4I4G,input_model_16,7,4.810899013502224,0.6243519798915533
Z8Z,4I4G,input_model_17,7,4.8654201912155255,0.40202517628555917
Z8Z,4I4G,input_model_18,7,4.97115384921363,0.5333553676013726
Z8Z,4I4G,input_model_19,7,1.0976951340377874,0.27692197771138133
Z8Z,4I4G,input_model_2,7,5.032547064893991,0.5239942511908026
Z8Z,4I4G,input_model_3,7,5.102471479904818,0.45285366576659386
Z8Z,4I4G,input_model_4,7,4.839281811035003,0.47636180960798835
Z8Z,4I4G,input_model_5,7,4.7727745425187775,0.49834361044461706
Z8Z,4I4G,input_model_6,7,4.666506484113522,0.40864971319783777
Z8Z,4I4G,input_model_7,7,5.261393268921012,0.6282516484244182
Z8Z,4I4G,input_model_8,7,5.044531282786458,0.5132375807058493
Z8Z,4I4G,input_model_9,7,5.061196211827594,0.4955537892129529
Z9Z,4I4H,input_model_0,7,4.299625868353568,0.45224861958845586
Z9Z,4I4H,input_model_1,7,4.1304829741827955,0.4708975080377774
Z9Z,4I4H,input_model_10,7,3.878089370550395,0.40556659743672907
Z9Z,4I4H,input_model_11,7,4.372282675344442,0.4837680632941064
Z9Z,4I4H,input_model_12,7,4.0742823642956445,0.6438147691740519
Z9Z,4I4H,input_model_13,7,4.276711317129995,0.533925299206688
Z9Z,4I4H,input_model_14,7,4.254164781652533,0.6043850592710514
Z9Z,4I4H,input_model_15,7,4.079487963074965,0.6179459169286504
Z9Z,4I4H,input_model_16,7,4.399379906551025,0.5903194535415138
Z9Z,4I4H,input_model_17,7,4.248512156292142,0.5266177616355054
Z9Z,4I4H,input_model_18,7,4.092887820735155,0.4937302051455026
Z9Z,4I4H,input_model_19,7,0.9056480635261153,0.2996954802754955
Z9Z,4I4H,input_model_2,7,4.437554784613904,0.5528873034364368
Z9Z,4I4H,input_model_3,7,4.128867803623169,0.5912824608082596
Z9Z,4I4H,input_model_4,7,4.352213012007055,0.6078284905555564
Z9Z,4I4H,input_model_5,7,4.303046360744308,0.6122032435905839
Z9Z,4I4H,input_model_6,7,4.181068082548317,0.44157698834310016
Z9Z,4I4H,input_model_7,7,4.1170444361376415,0.4789126628777884
Z9Z,4I4H,input_model_8,7,4.317863803307212,0.5257365915628267
Z9Z,4I4H,input_model_9,7,4.329359879878195,0.6209836606067461
